============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
IELTS_086_VAR_070        IELTS_086                0.9125
IELTS_086_VAR_071        IELTS_086                0.8668
IELTS_086_VAR_072        IELTS_086                0.8682
IELTS_086_VAR_073        IELTS_086                0.8679
IELTS_086_VAR_074        IELTS_086                0.8659
IELTS_086_VAR_075        IELTS_086                0.8591
IELTS_086_VAR_076        IELTS_086                0.8569
IELTS_086_VAR_077        IELTS_086                0.8862
IELTS_086_VAR_078        IELTS_086                0.8653
IELTS_086_VAR_079        IELTS_086                0.8908
IELTS_086_VAR_080        IELTS_086                0.8474
IELTS_086_VAR_081        IELTS_086                0.8844
IELTS_086_VAR_082        IELTS_086                0.8603
IELTS_086_VAR_083        IELTS_086                0.8564
IELTS_086_VAR_084        IELTS_086                0.8499
IELTS_086_VAR_085        IELTS_086                0.8896
IELTS_086_VAR_086        IELTS_086                0.8754
IELTS_086_VAR_087        IELTS_086                0.8640
IELTS_086_VAR_088        IELTS_086                0.8610
IELTS_086_VAR_089        IELTS_086                0.8467
IELTS_086_VAR_090        IELTS_086                0.8424
IELTS_086_VAR_091        IELTS_086                0.8564
IELTS_086_VAR_092        IELTS_086                0.8727
IELTS_086_VAR_093        IELTS_086                0.8625
IELTS_086_VAR_094        IELTS_086                0.8353
IELTS_086_VAR_095        IELTS_086                0.8864
IELTS_086_VAR_096        IELTS_086                0.8393
IELTS_086_VAR_097        IELTS_086                0.8635
IELTS_086_VAR_098        IELTS_086                0.8579
IELTS_086_VAR_099        IELTS_086                0.8664
IELTS_086_VAR_100        IELTS_086                0.8780
IELTS_087_VAR_001        IELTS_087                0.9269
IELTS_087_VAR_002        IELTS_087                0.9479
IELTS_087_VAR_003        IELTS_087                0.9242
IELTS_087_VAR_004        IELTS_087                0.9825
IELTS_087_VAR_005        IELTS_087                0.9806
IELTS_087_VAR_006        IELTS_087                0.9586
IELTS_087_VAR_007        IELTS_087                0.9662
IELTS_087_VAR_008        IELTS_087                0.9510
IELTS_087_VAR_009        IELTS_087                0.9533
IELTS_087_VAR_010        IELTS_087                0.9443
IELTS_087_VAR_011        IELTS_087                0.9806
IELTS_087_VAR_012        IELTS_087                0.9440
IELTS_087_VAR_013        IELTS_087                0.9307
IELTS_087_VAR_014        IELTS_087                0.9706
IELTS_087_VAR_015        IELTS_087                0.9398
IELTS_087_VAR_016        IELTS_087                0.9456
IELTS_087_VAR_017        IELTS_087                0.9351
IELTS_087_VAR_018        IELTS_087                0.9422
IELTS_087_VAR_019        IELTS_087                0.9543
IELTS_087_VAR_020        IELTS_087                0.9416
IELTS_087_VAR_021        IELTS_087                0.9493
IELTS_087_VAR_022        IELTS_087                0.9396
IELTS_087_VAR_023        IELTS_087                0.9836
IELTS_087_VAR_024        IELTS_087                0.9806
IELTS_087_VAR_025        IELTS_087                0.9253
IELTS_087_VAR_026        IELTS_087                0.9353
IELTS_087_VAR_027        IELTS_087                0.9415
IELTS_087_VAR_028        IELTS_087                0.9398
IELTS_087_VAR_029        IELTS_087                0.9372
IELTS_087_VAR_030        IELTS_087                0.9251
IELTS_087_VAR_031        IELTS_087                0.9563
IELTS_087_VAR_032        IELTS_087                0.9407
IELTS_087_VAR_033        IELTS_087                0.9538
IELTS_087_VAR_034        IELTS_087                0.9572
IELTS_087_VAR_035        IELTS_087                0.9381
IELTS_087_VAR_036        IELTS_087                0.9213
IELTS_087_VAR_037        IELTS_087                0.9184
IELTS_087_VAR_038        IELTS_087                0.8767
IELTS_087_VAR_039        IELTS_087                0.9291
IELTS_087_VAR_040        IELTS_087                0.8973
IELTS_087_VAR_041        IELTS_087                0.9252
IELTS_087_VAR_042        IELTS_087                0.8931
IELTS_087_VAR_043        IELTS_087                0.8828
IELTS_087_VAR_044        IELTS_087                0.8836
IELTS_087_VAR_045        IELTS_087                0.9078
IELTS_087_VAR_046        IELTS_087                0.9078
IELTS_087_VAR_047        IELTS_087                0.9008
IELTS_087_VAR_048        IELTS_087                0.9098
IELTS_087_VAR_049        IELTS_087                0.9135
IELTS_087_VAR_050        IELTS_087                0.8858
IELTS_087_VAR_051        IELTS_087                0.9123
IELTS_087_VAR_052        IELTS_087                0.8869
IELTS_087_VAR_053        IELTS_087                0.8814
IELTS_087_VAR_054        IELTS_087                0.9124
IELTS_087_VAR_055        IELTS_087                0.8790
IELTS_087_VAR_056        IELTS_087                0.8779
IELTS_087_VAR_057        IELTS_087                0.9009
IELTS_087_VAR_058        IELTS_087                0.9167
IELTS_087_VAR_059        IELTS_087                0.9115
IELTS_087_VAR_060        IELTS_087                0.9240
IELTS_087_VAR_061        IELTS_087                0.9086
IELTS_087_VAR_062        IELTS_087                0.8976
IELTS_087_VAR_063        IELTS_087                0.8852
IELTS_087_VAR_064        IELTS_087                0.9236
IELTS_087_VAR_065        IELTS_087                0.9255
IELTS_087_VAR_066        IELTS_087                0.8981
IELTS_087_VAR_067        IELTS_087                0.9135
IELTS_087_VAR_068        IELTS_087                0.9213
IELTS_087_VAR_069        IELTS_087                0.9060
IELTS_087_VAR_070        IELTS_087                0.8889
IELTS_087_VAR_071        IELTS_087                0.8877
IELTS_087_VAR_072        IELTS_087                0.8813
IELTS_087_VAR_073        IELTS_087                0.8721
IELTS_087_VAR_074        IELTS_087                0.8763
IELTS_087_VAR_075        IELTS_087                0.8875
IELTS_087_VAR_076        IELTS_087                0.8739
IELTS_087_VAR_077        IELTS_087                0.8802
IELTS_087_VAR_078        IELTS_087                0.8799
IELTS_087_VAR_079        IELTS_087                0.8671
IELTS_087_VAR_080        IELTS_087                0.8859
IELTS_087_VAR_081        IELTS_087                0.8804
IELTS_087_VAR_082        IELTS_087                0.8689
IELTS_087_VAR_083        IELTS_087                0.8656
IELTS_087_VAR_084        IELTS_087                0.8844
IELTS_087_VAR_085        IELTS_087                0.8683
IELTS_087_VAR_086        IELTS_087                0.8799
IELTS_087_VAR_087        IELTS_087                0.8937
IELTS_087_VAR_088        IELTS_087                0.8708
IELTS_087_VAR_089        IELTS_087                0.8860
IELTS_087_VAR_090        IELTS_087                0.8669
IELTS_087_VAR_091        IELTS_087                0.8944
IELTS_087_VAR_092        IELTS_087                0.8674
IELTS_087_VAR_093        IELTS_087                0.8750
IELTS_087_VAR_094        IELTS_087                0.8798
IELTS_087_VAR_095        IELTS_087                0.8749
IELTS_087_VAR_096        IELTS_087                0.8762
IELTS_087_VAR_097        IELTS_087                0.8959
IELTS_087_VAR_098        IELTS_087                0.8919
IELTS_087_VAR_099        IELTS_087                0.8671
IELTS_087_VAR_100        IELTS_087                0.8874
IELTS_088_VAR_001        IELTS_088                0.9333
IELTS_088_VAR_002        IELTS_088                0.9781
IELTS_088_VAR_003        IELTS_088                0.9536
IELTS_088_VAR_004        IELTS_088                0.9470
IELTS_088_VAR_005        IELTS_088                0.9604
IELTS_088_VAR_006        IELTS_088                0.9449
IELTS_088_VAR_007        IELTS_088                0.9451
IELTS_088_VAR_008        IELTS_088                0.9693
IELTS_088_VAR_009        IELTS_088                0.9485
IELTS_088_VAR_010        IELTS_088                0.9498
IELTS_088_VAR_011        IELTS_088                0.9217
IELTS_088_VAR_012        IELTS_088                0.9352
IELTS_088_VAR_013        IELTS_088                0.9675
IELTS_088_VAR_014        IELTS_088                0.9333
IELTS_088_VAR_015        IELTS_088                0.9589
IELTS_088_VAR_016        IELTS_088                0.9352
IELTS_088_VAR_017        IELTS_088                0.9620
IELTS_088_VAR_018        IELTS_088                0.9589
IELTS_088_VAR_019        IELTS_088                0.9553
IELTS_088_VAR_020        IELTS_088                0.9433
IELTS_088_VAR_021        IELTS_088                0.9675
IELTS_088_VAR_022        IELTS_088                0.9517
IELTS_088_VAR_023        IELTS_088                0.9889
IELTS_088_VAR_024        IELTS_088                0.9589
IELTS_088_VAR_025        IELTS_088                0.9433
IELTS_088_VAR_026        IELTS_088                0.9781
IELTS_088_VAR_027        IELTS_088                0.9435
IELTS_088_VAR_028        IELTS_088                0.9368
IELTS_088_VAR_029        IELTS_088                0.9435
IELTS_088_VAR_030        IELTS_088                0.9587
IELTS_088_VAR_031        IELTS_088                0.9834
IELTS_088_VAR_032        IELTS_088                0.9368
IELTS_088_VAR_033        IELTS_088                0.9433
IELTS_088_VAR_034        IELTS_088                0.9640
IELTS_088_VAR_035        IELTS_088                0.9640
IELTS_088_VAR_036        IELTS_088                0.9206
IELTS_088_VAR_037        IELTS_088                0.9307
IELTS_088_VAR_038        IELTS_088                0.8686
IELTS_088_VAR_039        IELTS_088                0.9220
IELTS_088_VAR_040        IELTS_088                0.9033
IELTS_088_VAR_041        IELTS_088                0.9161
IELTS_088_VAR_042        IELTS_088                0.9178
IELTS_088_VAR_043        IELTS_088                0.9040
IELTS_088_VAR_044        IELTS_088                0.9276
IELTS_088_VAR_045        IELTS_088                0.8676
IELTS_088_VAR_046        IELTS_088                0.8701
IELTS_088_VAR_047        IELTS_088                0.9064
IELTS_088_VAR_048        IELTS_088                0.9589
IELTS_088_VAR_049        IELTS_088                0.9126
IELTS_088_VAR_050        IELTS_088                0.9317
IELTS_088_VAR_051        IELTS_088                0.8720
IELTS_088_VAR_052        IELTS_088                0.9291
IELTS_088_VAR_053        IELTS_088                0.9094
IELTS_088_VAR_054        IELTS_088                0.9142
IELTS_088_VAR_055        IELTS_088                0.8709
IELTS_088_VAR_056        IELTS_088                0.9130
IELTS_088_VAR_057        IELTS_088                0.8847
IELTS_088_VAR_058        IELTS_088                0.9094
IELTS_088_VAR_059        IELTS_088                0.9162
IELTS_088_VAR_060        IELTS_088                0.9185
IELTS_088_VAR_061        IELTS_088                0.9145
IELTS_088_VAR_062        IELTS_088                0.9425
IELTS_088_VAR_063        IELTS_088                0.8862
IELTS_088_VAR_064        IELTS_088                0.8941
IELTS_088_VAR_065        IELTS_088                0.9171
IELTS_088_VAR_066        IELTS_088                0.9408
IELTS_088_VAR_067        IELTS_088                0.9113
IELTS_088_VAR_068        IELTS_088                0.8870
IELTS_088_VAR_069        IELTS_088                0.9047
IELTS_088_VAR_070        IELTS_088                0.8788
IELTS_088_VAR_071        IELTS_088                0.8549
IELTS_088_VAR_072        IELTS_088                0.8651
IELTS_088_VAR_073        IELTS_088                0.8488
IELTS_088_VAR_074        IELTS_088                0.8426
IELTS_088_VAR_075        IELTS_088                0.8459
IELTS_088_VAR_076        IELTS_088                0.8862
IELTS_088_VAR_077        IELTS_088                0.8456
IELTS_088_VAR_078        IELTS_088                0.8432
IELTS_088_VAR_079        IELTS_088                0.8628
IELTS_088_VAR_080        IELTS_088                0.8490
IELTS_088_VAR_081        IELTS_088                0.8752
IELTS_088_VAR_082        IELTS_088                0.8657
IELTS_088_VAR_083        IELTS_088                0.8571
IELTS_088_VAR_084        IELTS_088                0.8601
IELTS_088_VAR_085        IELTS_088                0.8277
IELTS_088_VAR_086        IELTS_088                0.8596
IELTS_088_VAR_087        IELTS_088                0.8792
IELTS_088_VAR_088        IELTS_088                0.8489
IELTS_088_VAR_089        IELTS_088                0.8519
IELTS_088_VAR_090        IELTS_088                0.8313
IELTS_088_VAR_091        IELTS_088                0.8756
IELTS_088_VAR_092        IELTS_088                0.8870
IELTS_088_VAR_093        IELTS_088                0.8456
IELTS_088_VAR_094        IELTS_088                0.8598
IELTS_088_VAR_095        IELTS_088                0.9023
IELTS_088_VAR_096        IELTS_088                0.8492
IELTS_088_VAR_097        IELTS_088                0.8353
IELTS_088_VAR_098        IELTS_088                0.8437
IELTS_088_VAR_099        IELTS_088                0.8621
IELTS_088_VAR_100        IELTS_088                0.8694
IELTS_089_VAR_001        IELTS_089                0.9773
IELTS_089_VAR_002        IELTS_089                0.9800
IELTS_089_VAR_003        IELTS_089                0.9791
IELTS_089_VAR_004        IELTS_089                0.9791
IELTS_089_VAR_005        IELTS_089                0.9690
