============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
IELTS_081_VAR_016        IELTS_081                0.9472
IELTS_081_VAR_017        IELTS_081                0.9481
IELTS_081_VAR_018        IELTS_081                0.9516
IELTS_081_VAR_019        IELTS_081                0.9503
IELTS_081_VAR_020        IELTS_081                0.9540
IELTS_081_VAR_021        IELTS_081                0.9771
IELTS_081_VAR_022        IELTS_081                0.9716
IELTS_081_VAR_023        IELTS_081                0.9491
IELTS_081_VAR_024        IELTS_081                0.9626
IELTS_081_VAR_025        IELTS_081                0.9473
IELTS_081_VAR_026        IELTS_081                0.9460
IELTS_081_VAR_027        IELTS_081                0.9318
IELTS_081_VAR_028        IELTS_081                0.9627
IELTS_081_VAR_029        IELTS_081                0.9411
IELTS_081_VAR_030        IELTS_081                0.9460
IELTS_081_VAR_031        IELTS_081                0.9771
IELTS_081_VAR_032        IELTS_081                0.9463
IELTS_081_VAR_033        IELTS_081                0.9539
IELTS_081_VAR_034        IELTS_081                0.9541
IELTS_081_VAR_035        IELTS_081                0.9644
IELTS_081_VAR_036        IELTS_081                0.9154
IELTS_081_VAR_037        IELTS_081                0.9364
IELTS_081_VAR_038        IELTS_081                0.9269
IELTS_081_VAR_039        IELTS_081                0.9335
IELTS_081_VAR_040        IELTS_081                0.9293
IELTS_081_VAR_041        IELTS_081                0.9227
IELTS_081_VAR_042        IELTS_081                0.9264
IELTS_081_VAR_043        IELTS_081                0.9317
IELTS_081_VAR_044        IELTS_081                0.9300
IELTS_081_VAR_045        IELTS_081                0.9298
IELTS_081_VAR_046        IELTS_081                0.9208
IELTS_081_VAR_047        IELTS_081                0.9060
IELTS_081_VAR_048        IELTS_081                0.9240
IELTS_081_VAR_049        IELTS_081                0.9300
IELTS_081_VAR_050        IELTS_081                0.9150
IELTS_081_VAR_051        IELTS_081                0.9241
IELTS_081_VAR_052        IELTS_081                0.9024
IELTS_081_VAR_053        IELTS_081                0.9342
IELTS_081_VAR_054        IELTS_081                0.9292
IELTS_081_VAR_055        IELTS_081                0.9079
IELTS_081_VAR_056        IELTS_081                0.9199
IELTS_081_VAR_057        IELTS_081                0.8972
IELTS_081_VAR_058        IELTS_081                0.9088
IELTS_081_VAR_059        IELTS_081                0.9293
IELTS_081_VAR_060        IELTS_081                0.9048
IELTS_081_VAR_061        IELTS_081                0.9236
IELTS_081_VAR_062        IELTS_081                0.9175
IELTS_081_VAR_063        IELTS_081                0.9325
IELTS_081_VAR_064        IELTS_081                0.9352
IELTS_081_VAR_065        IELTS_081                0.9227
IELTS_081_VAR_066        IELTS_081                0.9350
IELTS_081_VAR_067        IELTS_081                0.8940
IELTS_081_VAR_068        IELTS_081                0.9047
IELTS_081_VAR_069        IELTS_081                0.9301
IELTS_081_VAR_070        IELTS_081                0.9199
IELTS_081_VAR_071        IELTS_081                0.8925
IELTS_081_VAR_072        IELTS_081                0.9072
IELTS_081_VAR_073        IELTS_081                0.8947
IELTS_081_VAR_074        IELTS_081                0.8863
IELTS_081_VAR_075        IELTS_081                0.8804
IELTS_081_VAR_076        IELTS_081                0.8978
IELTS_081_VAR_077        IELTS_081                0.8947
IELTS_081_VAR_078        IELTS_081                0.8858
IELTS_081_VAR_079        IELTS_081                0.8888
IELTS_081_VAR_080        IELTS_081                0.8959
IELTS_081_VAR_081        IELTS_081                0.8970
IELTS_081_VAR_082        IELTS_081                0.8969
IELTS_081_VAR_083        IELTS_081                0.8871
IELTS_081_VAR_084        IELTS_081                0.8983
IELTS_081_VAR_085        IELTS_081                0.8874
IELTS_081_VAR_086        IELTS_081                0.8910
IELTS_081_VAR_087        IELTS_081                0.8910
IELTS_081_VAR_088        IELTS_081                0.8962
IELTS_081_VAR_089        IELTS_081                0.8839
IELTS_081_VAR_090        IELTS_081                0.8861
IELTS_081_VAR_091        IELTS_081                0.8863
IELTS_081_VAR_092        IELTS_081                0.9051
IELTS_081_VAR_093        IELTS_081                0.9030
IELTS_081_VAR_094        IELTS_081                0.8860
IELTS_081_VAR_095        IELTS_081                0.8898
IELTS_081_VAR_096        IELTS_081                0.8953
IELTS_081_VAR_097        IELTS_081                0.8891
IELTS_081_VAR_098        IELTS_081                0.8918
IELTS_081_VAR_099        IELTS_081                0.8837
IELTS_081_VAR_100        IELTS_081                0.8968
IELTS_082_VAR_001        IELTS_082                0.9283
IELTS_082_VAR_002        IELTS_082                0.9441
IELTS_082_VAR_003        IELTS_082                0.9218
IELTS_082_VAR_004        IELTS_082                0.9283
IELTS_082_VAR_005        IELTS_082                0.9742
IELTS_082_VAR_006        IELTS_082                0.9305
IELTS_082_VAR_007        IELTS_082                0.9462
IELTS_082_VAR_008        IELTS_082                0.9146
IELTS_082_VAR_009        IELTS_082                0.9425
IELTS_082_VAR_010        IELTS_082                0.9801
IELTS_082_VAR_011        IELTS_082                0.9762
IELTS_082_VAR_012        IELTS_082                0.9498
IELTS_082_VAR_013        IELTS_082                0.9174
IELTS_082_VAR_014        IELTS_082                0.9480
IELTS_082_VAR_015        IELTS_082                0.9368
IELTS_082_VAR_016        IELTS_082                0.9045
IELTS_082_VAR_017        IELTS_082                0.9263
IELTS_082_VAR_018        IELTS_082                0.9368
IELTS_082_VAR_019        IELTS_082                0.9006
IELTS_082_VAR_020        IELTS_082                0.9245
IELTS_082_VAR_021        IELTS_082                0.9368
IELTS_082_VAR_022        IELTS_082                0.9183
IELTS_082_VAR_023        IELTS_082                0.9125
IELTS_082_VAR_024        IELTS_082                0.8838
IELTS_082_VAR_025        IELTS_082                0.9301
IELTS_082_VAR_026        IELTS_082                0.9368
IELTS_082_VAR_027        IELTS_082                0.9462
IELTS_082_VAR_028        IELTS_082                0.9498
IELTS_082_VAR_029        IELTS_082                0.9181
IELTS_082_VAR_030        IELTS_082                0.9324
IELTS_082_VAR_031        IELTS_082                0.8817
IELTS_082_VAR_032        IELTS_082                0.9472
IELTS_082_VAR_033        IELTS_082                0.9228
IELTS_082_VAR_034        IELTS_082                0.9009
IELTS_082_VAR_035        IELTS_082                0.9298
IELTS_082_VAR_036        IELTS_082                0.9093
IELTS_082_VAR_037        IELTS_082                0.8713
IELTS_082_VAR_038        IELTS_082                0.8704
IELTS_082_VAR_039        IELTS_082                0.8941
IELTS_082_VAR_040        IELTS_082                0.9004
IELTS_082_VAR_041        IELTS_082                0.8922
IELTS_082_VAR_042        IELTS_082                0.9026
IELTS_082_VAR_043        IELTS_082                0.8885
IELTS_082_VAR_044        IELTS_082                0.8987
IELTS_082_VAR_045        IELTS_082                0.8941
IELTS_082_VAR_046        IELTS_082                0.9112
IELTS_082_VAR_047        IELTS_082                0.8887
IELTS_082_VAR_048        IELTS_082                0.8897
IELTS_082_VAR_049        IELTS_082                0.8646
IELTS_082_VAR_050        IELTS_082                0.8767
IELTS_082_VAR_051        IELTS_082                0.8676
IELTS_082_VAR_052        IELTS_082                0.9129
IELTS_082_VAR_053        IELTS_082                0.8905
IELTS_082_VAR_054        IELTS_082                0.8785
IELTS_082_VAR_055        IELTS_082                0.8922
IELTS_082_VAR_056        IELTS_082                0.8585
IELTS_082_VAR_057        IELTS_082                0.8957
IELTS_082_VAR_058        IELTS_082                0.8722
IELTS_082_VAR_059        IELTS_082                0.8951
IELTS_082_VAR_060        IELTS_082                0.9006
IELTS_082_VAR_061        IELTS_082                0.8729
IELTS_082_VAR_062        IELTS_082                0.8696
IELTS_082_VAR_063        IELTS_082                0.9055
IELTS_082_VAR_064        IELTS_082                0.9089
IELTS_082_VAR_065        IELTS_082                0.8757
IELTS_082_VAR_066        IELTS_082                0.9055
IELTS_082_VAR_067        IELTS_082                0.9298
IELTS_082_VAR_068        IELTS_082                0.9219
IELTS_082_VAR_069        IELTS_082                0.8636
IELTS_082_VAR_070        IELTS_082                0.8840
IELTS_082_VAR_071        IELTS_082                0.8179
IELTS_082_VAR_072        IELTS_082                0.8428
IELTS_082_VAR_073        IELTS_082                0.8407
IELTS_082_VAR_074        IELTS_082                0.8227
IELTS_082_VAR_075        IELTS_082                0.8439
IELTS_082_VAR_076        IELTS_082                0.8471
IELTS_082_VAR_077        IELTS_082                0.8571
IELTS_082_VAR_078        IELTS_082                0.8272
IELTS_082_VAR_079        IELTS_082                0.8278
IELTS_082_VAR_080        IELTS_082                0.8248
IELTS_082_VAR_081        IELTS_082                0.8527
IELTS_082_VAR_082        IELTS_082                0.8508
IELTS_082_VAR_083        IELTS_082                0.8738
IELTS_082_VAR_084        IELTS_082                0.8230
IELTS_082_VAR_085        IELTS_082                0.8164
IELTS_082_VAR_086        IELTS_082                0.8327
IELTS_082_VAR_087        IELTS_082                0.8251
IELTS_082_VAR_088        IELTS_082                0.8340
IELTS_082_VAR_089        IELTS_082                0.8713
IELTS_082_VAR_090        IELTS_082                0.8358
IELTS_082_VAR_091        IELTS_082                0.8658
IELTS_082_VAR_092        IELTS_082                0.8519
IELTS_082_VAR_093        IELTS_082                0.8080
IELTS_082_VAR_094        IELTS_082                0.8203
IELTS_082_VAR_095        IELTS_082                0.8524
IELTS_082_VAR_096        IELTS_082                0.8147
IELTS_082_VAR_097        IELTS_082                0.8330
IELTS_082_VAR_098        IELTS_082                0.8168
IELTS_082_VAR_099        IELTS_082                0.8529
IELTS_082_VAR_100        IELTS_082                0.8165
IELTS_083_VAR_001        IELTS_083                0.9645
IELTS_083_VAR_002        IELTS_083                0.9472
IELTS_083_VAR_003        IELTS_083                0.9353
IELTS_083_VAR_004        IELTS_083                0.9632
IELTS_083_VAR_005        IELTS_083                0.9848
IELTS_083_VAR_006        IELTS_083                0.9528
IELTS_083_VAR_007        IELTS_083                0.9260
IELTS_083_VAR_008        IELTS_083                0.9440
IELTS_083_VAR_009        IELTS_083                0.9393
IELTS_083_VAR_010        IELTS_083                0.9564
IELTS_083_VAR_011        IELTS_083                0.9444
IELTS_083_VAR_012        IELTS_083                0.9814
IELTS_083_VAR_013        IELTS_083                0.9196
IELTS_083_VAR_014        IELTS_083                0.9291
IELTS_083_VAR_015        IELTS_083                0.9472
IELTS_083_VAR_016        IELTS_083                0.9814
IELTS_083_VAR_017        IELTS_083                0.9219
IELTS_083_VAR_018        IELTS_083                0.9848
IELTS_083_VAR_019        IELTS_083                0.9517
IELTS_083_VAR_020        IELTS_083                0.9220
IELTS_083_VAR_021        IELTS_083                0.9312
IELTS_083_VAR_022        IELTS_083                0.9743
IELTS_083_VAR_023        IELTS_083                0.9483
IELTS_083_VAR_024        IELTS_083                0.9330
IELTS_083_VAR_025        IELTS_083                0.9387
IELTS_083_VAR_026        IELTS_083                0.9270
IELTS_083_VAR_027        IELTS_083                0.9848
IELTS_083_VAR_028        IELTS_083                0.9418
IELTS_083_VAR_029        IELTS_083                0.9519
IELTS_083_VAR_030        IELTS_083                0.9596
IELTS_083_VAR_031        IELTS_083                0.9583
IELTS_083_VAR_032        IELTS_083                0.9666
IELTS_083_VAR_033        IELTS_083                0.9561
IELTS_083_VAR_034        IELTS_083                0.9617
IELTS_083_VAR_035        IELTS_083                0.9451
IELTS_083_VAR_036        IELTS_083                0.9167
IELTS_083_VAR_037        IELTS_083                0.8949
IELTS_083_VAR_038        IELTS_083                0.9085
IELTS_083_VAR_039        IELTS_083                0.8947
IELTS_083_VAR_040        IELTS_083                0.8866
IELTS_083_VAR_041        IELTS_083                0.9001
IELTS_083_VAR_042        IELTS_083                0.8872
IELTS_083_VAR_043        IELTS_083                0.9056
IELTS_083_VAR_044        IELTS_083                0.9186
IELTS_083_VAR_045        IELTS_083                0.9208
IELTS_083_VAR_046        IELTS_083                0.8991
IELTS_083_VAR_047        IELTS_083                0.9114
IELTS_083_VAR_048        IELTS_083                0.8942
IELTS_083_VAR_049        IELTS_083                0.9257
IELTS_083_VAR_050        IELTS_083                0.9186
IELTS_083_VAR_051        IELTS_083                0.9303
IELTS_083_VAR_052        IELTS_083                0.9089
IELTS_083_VAR_053        IELTS_083                0.9026
IELTS_083_VAR_054        IELTS_083                0.9198
IELTS_083_VAR_055        IELTS_083                0.9115
IELTS_083_VAR_056        IELTS_083                0.9323
IELTS_083_VAR_057        IELTS_083                0.8886
IELTS_083_VAR_058        IELTS_083                0.9219
IELTS_083_VAR_059        IELTS_083                0.9076
IELTS_083_VAR_060        IELTS_083                0.9386
IELTS_083_VAR_061        IELTS_083                0.8972
IELTS_083_VAR_062        IELTS_083                0.9178
IELTS_083_VAR_063        IELTS_083                0.9064
IELTS_083_VAR_064        IELTS_083                0.9114
IELTS_083_VAR_065        IELTS_083                0.9103
IELTS_083_VAR_066        IELTS_083                0.8906
IELTS_083_VAR_067        IELTS_083                0.9043
IELTS_083_VAR_068        IELTS_083                0.9019
IELTS_083_VAR_069        IELTS_083                0.9226
IELTS_083_VAR_070        IELTS_083                0.8932
IELTS_083_VAR_071        IELTS_083                0.8987
IELTS_083_VAR_072        IELTS_083                0.8860
IELTS_083_VAR_073        IELTS_083                0.8661
IELTS_083_VAR_074        IELTS_083                0.8704
IELTS_083_VAR_075        IELTS_083                0.8624
IELTS_083_VAR_076        IELTS_083                0.8825
IELTS_083_VAR_077        IELTS_083                0.8800
IELTS_083_VAR_078        IELTS_083                0.8769
IELTS_083_VAR_079        IELTS_083                0.8813
IELTS_083_VAR_080        IELTS_083                0.9014
IELTS_083_VAR_081        IELTS_083                0.8938
IELTS_083_VAR_082        IELTS_083                0.8923
IELTS_083_VAR_083        IELTS_083                0.8799
IELTS_083_VAR_084        IELTS_083                0.8704
IELTS_083_VAR_085        IELTS_083                0.8687
IELTS_083_VAR_086        IELTS_083                0.8818
IELTS_083_VAR_087        IELTS_083                0.8609
IELTS_083_VAR_088        IELTS_083                0.8615
IELTS_083_VAR_089        IELTS_083                0.8702
IELTS_083_VAR_090        IELTS_083                0.8817
IELTS_083_VAR_091        IELTS_083                0.8783
IELTS_083_VAR_092        IELTS_083                0.8632
IELTS_083_VAR_093        IELTS_083                0.8908
IELTS_083_VAR_094        IELTS_083                0.8732
IELTS_083_VAR_095        IELTS_083                0.8528
IELTS_083_VAR_096        IELTS_083                0.8620
IELTS_083_VAR_097        IELTS_083                0.8798
IELTS_083_VAR_098        IELTS_083                0.8625
IELTS_083_VAR_099        IELTS_083                0.8651
IELTS_083_VAR_100        IELTS_083                0.8584
IELTS_084_VAR_001        IELTS_084                0.9565
IELTS_084_VAR_002        IELTS_084                0.9491
IELTS_084_VAR_003        IELTS_084                0.9474
IELTS_084_VAR_004        IELTS_084                0.9383
IELTS_084_VAR_005        IELTS_084                0.9744
IELTS_084_VAR_006        IELTS_084                0.9505
IELTS_084_VAR_007        IELTS_084                0.9476
IELTS_084_VAR_008        IELTS_084                0.9474
IELTS_084_VAR_009        IELTS_084                0.9489
IELTS_084_VAR_010        IELTS_084                0.9530
IELTS_084_VAR_011        IELTS_084                0.9824
IELTS_084_VAR_012        IELTS_084                0.9548
IELTS_084_VAR_013        IELTS_084                0.9281
IELTS_084_VAR_014        IELTS_084                0.9460
IELTS_084_VAR_015        IELTS_084                0.9460
IELTS_084_VAR_016        IELTS_084                0.9460
IELTS_084_VAR_017        IELTS_084                0.9535
IELTS_084_VAR_018        IELTS_084                0.9487
IELTS_084_VAR_019        IELTS_084                0.9490
IELTS_084_VAR_020        IELTS_084                0.9313
IELTS_084_VAR_021        IELTS_084                0.9474
IELTS_084_VAR_022        IELTS_084                0.9504
IELTS_084_VAR_023        IELTS_084                0.9294
IELTS_084_VAR_024        IELTS_084                0.9589
IELTS_084_VAR_025        IELTS_084                0.9670
IELTS_084_VAR_026        IELTS_084                0.9520
IELTS_084_VAR_027        IELTS_084                0.9441
IELTS_084_VAR_028        IELTS_084                0.9609
IELTS_084_VAR_029        IELTS_084                0.9426
IELTS_084_VAR_030        IELTS_084                0.9670
IELTS_084_VAR_031        IELTS_084                0.9475
IELTS_084_VAR_032        IELTS_084                0.9456
IELTS_084_VAR_033        IELTS_084                0.9268
IELTS_084_VAR_034        IELTS_084                0.9456
IELTS_084_VAR_035        IELTS_084                0.9591
IELTS_084_VAR_036        IELTS_084                0.9269
IELTS_084_VAR_037        IELTS_084                0.9094
IELTS_084_VAR_038        IELTS_084                0.9443
IELTS_084_VAR_039        IELTS_084                0.9281
IELTS_084_VAR_040        IELTS_084                0.8991
IELTS_084_VAR_041        IELTS_084                0.9294
IELTS_084_VAR_042        IELTS_084                0.9491
IELTS_084_VAR_043        IELTS_084                0.9296
IELTS_084_VAR_044        IELTS_084                0.9266
IELTS_084_VAR_045        IELTS_084                0.9087
IELTS_084_VAR_046        IELTS_084                0.8986
IELTS_084_VAR_047        IELTS_084                0.9121
IELTS_084_VAR_048        IELTS_084                0.9254
IELTS_084_VAR_049        IELTS_084                0.9445
IELTS_084_VAR_050        IELTS_084                0.9299
IELTS_084_VAR_051        IELTS_084                0.9474
IELTS_084_VAR_052        IELTS_084                0.9413
IELTS_084_VAR_053        IELTS_084                0.9172
IELTS_084_VAR_054        IELTS_084                0.9252
IELTS_084_VAR_055        IELTS_084                0.9281
IELTS_084_VAR_056        IELTS_084                0.9240
IELTS_084_VAR_057        IELTS_084                0.9443
IELTS_084_VAR_058        IELTS_084                0.9383
IELTS_084_VAR_059        IELTS_084                0.9252
IELTS_084_VAR_060        IELTS_084                0.8943
IELTS_084_VAR_061        IELTS_084                0.9294
IELTS_084_VAR_062        IELTS_084                0.9281
IELTS_084_VAR_063        IELTS_084                0.9020
IELTS_084_VAR_064        IELTS_084                0.9520
IELTS_084_VAR_065        IELTS_084                0.9280
IELTS_084_VAR_066        IELTS_084                0.9254
IELTS_084_VAR_067        IELTS_084                0.9297
IELTS_084_VAR_068        IELTS_084                0.9253
IELTS_084_VAR_069        IELTS_084                0.9267
IELTS_084_VAR_070        IELTS_084                0.9026
IELTS_084_VAR_071        IELTS_084                0.9148
IELTS_084_VAR_072        IELTS_084                0.8887
IELTS_084_VAR_073        IELTS_084                0.8804
IELTS_084_VAR_074        IELTS_084                0.8606
IELTS_084_VAR_075        IELTS_084                0.8617
IELTS_084_VAR_076        IELTS_084                0.8864
IELTS_084_VAR_077        IELTS_084                0.8778
IELTS_084_VAR_078        IELTS_084                0.8787
IELTS_084_VAR_079        IELTS_084                0.8727
IELTS_084_VAR_080        IELTS_084                0.9063
IELTS_084_VAR_081        IELTS_084                0.8853
IELTS_084_VAR_082        IELTS_084                0.8647
IELTS_084_VAR_083        IELTS_084                0.8974
IELTS_084_VAR_084        IELTS_084                0.8884
IELTS_084_VAR_085        IELTS_084                0.8852
IELTS_084_VAR_086        IELTS_084                0.8663
IELTS_084_VAR_087        IELTS_084                0.8988
IELTS_084_VAR_088        IELTS_084                0.8855
IELTS_084_VAR_089        IELTS_084                0.8731
IELTS_084_VAR_090        IELTS_084                0.8718
IELTS_084_VAR_091        IELTS_084                0.8526
IELTS_084_VAR_092        IELTS_084                0.8840
IELTS_084_VAR_093        IELTS_084                0.8645
IELTS_084_VAR_094        IELTS_084                0.9109
IELTS_084_VAR_095        IELTS_084                0.8961
IELTS_084_VAR_096        IELTS_084                0.8763
IELTS_084_VAR_097        IELTS_084                0.8974
IELTS_084_VAR_098        IELTS_084                0.8606
IELTS_084_VAR_099        IELTS_084                0.8647
IELTS_084_VAR_100        IELTS_084                0.8891
IELTS_085_VAR_001        IELTS_085                0.9765
IELTS_085_VAR_002        IELTS_085                0.9861
IELTS_085_VAR_003        IELTS_085                0.9837
IELTS_085_VAR_004        IELTS_085                0.9820
IELTS_085_VAR_005        IELTS_085                0.9805
IELTS_085_VAR_006        IELTS_085                0.9623
IELTS_085_VAR_007        IELTS_085                0.9647
IELTS_085_VAR_008        IELTS_085                0.9837
IELTS_085_VAR_009        IELTS_085                0.9725
IELTS_085_VAR_010        IELTS_085                0.9686
IELTS_085_VAR_011        IELTS_085                0.9781
IELTS_085_VAR_012        IELTS_085                0.9861
IELTS_085_VAR_013        IELTS_085                0.9670
IELTS_085_VAR_014        IELTS_085                0.9678
IELTS_085_VAR_015        IELTS_085                0.9733
IELTS_085_VAR_016        IELTS_085                0.9828
IELTS_085_VAR_017        IELTS_085                0.9725
IELTS_085_VAR_018        IELTS_085                0.9861
IELTS_085_VAR_019        IELTS_085                0.9813
IELTS_085_VAR_020        IELTS_085                0.9861
IELTS_085_VAR_021        IELTS_085                0.9765
IELTS_085_VAR_022        IELTS_085                0.9724
IELTS_085_VAR_023        IELTS_085                0.9812
IELTS_085_VAR_024        IELTS_085                0.9631
IELTS_085_VAR_025        IELTS_085                0.9725
IELTS_085_VAR_026        IELTS_085                0.9655
IELTS_085_VAR_027        IELTS_085                0.9757
IELTS_085_VAR_028        IELTS_085                0.9733
IELTS_085_VAR_029        IELTS_085                0.9725
IELTS_085_VAR_030        IELTS_085                0.9861
IELTS_085_VAR_031        IELTS_085                0.9796
IELTS_085_VAR_032        IELTS_085                0.9789
IELTS_085_VAR_033        IELTS_085                0.9829
IELTS_085_VAR_034        IELTS_085                0.9631
IELTS_085_VAR_035        IELTS_085                0.9813
IELTS_085_VAR_036        IELTS_085                0.9613
IELTS_085_VAR_037        IELTS_085                0.9623
IELTS_085_VAR_038        IELTS_085                0.9536
IELTS_085_VAR_039        IELTS_085                0.9377
IELTS_085_VAR_040        IELTS_085                0.9797
IELTS_085_VAR_041        IELTS_085                0.9417
IELTS_085_VAR_042        IELTS_085                0.9185
IELTS_085_VAR_043        IELTS_085                0.9400
IELTS_085_VAR_044        IELTS_085                0.9459
IELTS_085_VAR_045        IELTS_085                0.9590
IELTS_085_VAR_046        IELTS_085                0.9676
IELTS_085_VAR_047        IELTS_085                0.9448
IELTS_085_VAR_048        IELTS_085                0.9660
IELTS_085_VAR_049        IELTS_085                0.9773
IELTS_085_VAR_050        IELTS_085                0.9475
IELTS_085_VAR_051        IELTS_085                0.9662
IELTS_085_VAR_052        IELTS_085                0.9551
IELTS_085_VAR_053        IELTS_085                0.9512
IELTS_085_VAR_054        IELTS_085                0.9336
IELTS_085_VAR_055        IELTS_085                0.9346
IELTS_085_VAR_056        IELTS_085                0.9616
IELTS_085_VAR_057        IELTS_085                0.9583
IELTS_085_VAR_058        IELTS_085                0.9636
IELTS_085_VAR_059        IELTS_085                0.9694
IELTS_085_VAR_060        IELTS_085                0.9733
IELTS_085_VAR_061        IELTS_085                0.9421
IELTS_085_VAR_062        IELTS_085                0.9490
IELTS_085_VAR_063        IELTS_085                0.9468
IELTS_085_VAR_064        IELTS_085                0.9240
IELTS_085_VAR_065        IELTS_085                0.9506
IELTS_085_VAR_066        IELTS_085                0.9358
IELTS_085_VAR_067        IELTS_085                0.9600
IELTS_085_VAR_068        IELTS_085                0.9356
IELTS_085_VAR_069        IELTS_085                0.9520
IELTS_085_VAR_070        IELTS_085                0.9544
IELTS_085_VAR_071        IELTS_085                0.9146
IELTS_085_VAR_072        IELTS_085                0.9139
IELTS_085_VAR_073        IELTS_085                0.9146
IELTS_085_VAR_074        IELTS_085                0.9183
IELTS_085_VAR_075        IELTS_085                0.9258
IELTS_085_VAR_076        IELTS_085                0.9319
IELTS_085_VAR_077        IELTS_085                0.9154
IELTS_085_VAR_078        IELTS_085                0.9324
IELTS_085_VAR_079        IELTS_085                0.9252
IELTS_085_VAR_080        IELTS_085                0.9167
IELTS_085_VAR_081        IELTS_085                0.9343
IELTS_085_VAR_082        IELTS_085                0.9203
IELTS_085_VAR_083        IELTS_085                0.9209
IELTS_085_VAR_084        IELTS_085                0.9249
IELTS_085_VAR_085        IELTS_085                0.9166
IELTS_085_VAR_086        IELTS_085                0.9178
IELTS_085_VAR_087        IELTS_085                0.9303
IELTS_085_VAR_088        IELTS_085                0.9201
IELTS_085_VAR_089        IELTS_085                0.9294
IELTS_085_VAR_090        IELTS_085                0.9219
IELTS_085_VAR_091        IELTS_085                0.9146
IELTS_085_VAR_092        IELTS_085                0.9260
IELTS_085_VAR_093        IELTS_085                0.9235
IELTS_085_VAR_094        IELTS_085                0.9130
IELTS_085_VAR_095        IELTS_085                0.9052
IELTS_085_VAR_096        IELTS_085                0.9270
IELTS_085_VAR_097        IELTS_085                0.9188
IELTS_085_VAR_098        IELTS_085                0.9259
IELTS_085_VAR_099        IELTS_085                0.9281
IELTS_085_VAR_100        IELTS_085                0.9225
IELTS_086_VAR_001        IELTS_086                0.9425
IELTS_086_VAR_002        IELTS_086                0.9530
IELTS_086_VAR_003        IELTS_086                0.9216
IELTS_086_VAR_004        IELTS_086                0.9032
IELTS_086_VAR_005        IELTS_086                0.9248
IELTS_086_VAR_006        IELTS_086                0.9458
IELTS_086_VAR_007        IELTS_086                0.9682
IELTS_086_VAR_008        IELTS_086                0.9409
IELTS_086_VAR_009        IELTS_086                0.9188
IELTS_086_VAR_010        IELTS_086                0.9517
IELTS_086_VAR_011        IELTS_086                0.9530
IELTS_086_VAR_012        IELTS_086                0.9682
IELTS_086_VAR_013        IELTS_086                0.9530
IELTS_086_VAR_014        IELTS_086                0.9466
IELTS_086_VAR_015        IELTS_086                0.9682
IELTS_086_VAR_016        IELTS_086                0.9530
IELTS_086_VAR_017        IELTS_086                0.9631
IELTS_086_VAR_018        IELTS_086                0.9466
IELTS_086_VAR_019        IELTS_086                0.9110
IELTS_086_VAR_020        IELTS_086                0.9280
IELTS_086_VAR_021        IELTS_086                0.9458
IELTS_086_VAR_022        IELTS_086                0.9449
IELTS_086_VAR_023        IELTS_086                0.9682
IELTS_086_VAR_024        IELTS_086                0.9172
IELTS_086_VAR_025        IELTS_086                0.9517
IELTS_086_VAR_026        IELTS_086                0.9277
IELTS_086_VAR_027        IELTS_086                0.9466
IELTS_086_VAR_028        IELTS_086                0.9110
IELTS_086_VAR_029        IELTS_086                0.9280
IELTS_086_VAR_030        IELTS_086                0.9399
IELTS_086_VAR_031        IELTS_086                0.9435
IELTS_086_VAR_032        IELTS_086                0.9530
IELTS_086_VAR_033        IELTS_086                0.9172
IELTS_086_VAR_034        IELTS_086                0.9466
IELTS_086_VAR_035        IELTS_086                0.9423
IELTS_086_VAR_036        IELTS_086                0.9017
IELTS_086_VAR_037        IELTS_086                0.8872
IELTS_086_VAR_038        IELTS_086                0.9032
IELTS_086_VAR_039        IELTS_086                0.9063
IELTS_086_VAR_040        IELTS_086                0.9157
IELTS_086_VAR_041        IELTS_086                0.9032
IELTS_086_VAR_042        IELTS_086                0.8910
IELTS_086_VAR_043        IELTS_086                0.9125
IELTS_086_VAR_044        IELTS_086                0.8706
IELTS_086_VAR_045        IELTS_086                0.9078
IELTS_086_VAR_046        IELTS_086                0.9425
IELTS_086_VAR_047        IELTS_086                0.9078
IELTS_086_VAR_048        IELTS_086                0.9032
IELTS_086_VAR_049        IELTS_086                0.9082
IELTS_086_VAR_050        IELTS_086                0.9078
IELTS_086_VAR_051        IELTS_086                0.8799
IELTS_086_VAR_052        IELTS_086                0.8788
IELTS_086_VAR_053        IELTS_086                0.8986
IELTS_086_VAR_054        IELTS_086                0.8887
IELTS_086_VAR_055        IELTS_086                0.9032
IELTS_086_VAR_056        IELTS_086                0.9172
IELTS_086_VAR_057        IELTS_086                0.9078
IELTS_086_VAR_058        IELTS_086                0.9157
IELTS_086_VAR_059        IELTS_086                0.9172
IELTS_086_VAR_060        IELTS_086                0.8971
IELTS_086_VAR_061        IELTS_086                0.8864
IELTS_086_VAR_062        IELTS_086                0.9125
IELTS_086_VAR_063        IELTS_086                0.9204
IELTS_086_VAR_064        IELTS_086                0.9172
IELTS_086_VAR_065        IELTS_086                0.8803
IELTS_086_VAR_066        IELTS_086                0.9125
IELTS_086_VAR_067        IELTS_086                0.8674
IELTS_086_VAR_068        IELTS_086                0.8664
IELTS_086_VAR_069        IELTS_086                0.8649
